gene	observed CpG	expected CpG	CpG bias
g3495	15	29.26	0.5126
g3496	117	313.67	0.373
g3497	58	163.58	0.3546
g3498	403	807.72	0.4989
g3499	656	736.09	0.8912
g3500	41	82.43	0.4974
g3501	45	83.74	0.5374
g3502	28	67.56	0.4144
g3503	19	50.6	0.3755
g3504	64	69.34	0.923
g3505	121	285.54	0.4238
g3506	98	230.02	0.426
g3507	56	115.52	0.4848
g3508	32	91.66	0.3491
g3509	84	252.2	0.3331
g3510	21	75.41	0.2785
g3511	163	402.57	0.4049
g3512	105	130.0	0.8077
g3513	174	201.74	0.8625
g3514	512	714.47	0.7166
g3515	126	214.18	0.5883
g3516	164	177.48	0.924
g3517	63	165.45	0.3808
g3518	31	98.26	0.3155
g3519	227	287.81	0.7887
g3520	353	331.11	1.0661
g3521	122	255.51	0.4775
g3522	614	856.24	0.7171
g3523	42	47.57	0.8829
g3524	45	51.6	0.8721
g3525	16	27.76	0.5764
g3526	381	629.93	0.6048
g3527	148	146.84	1.0079
g3528	45	61.38	0.7331
g3529	133	142.76	0.9316
g3530	386	463.61	0.8326
g3531	24	33.94	0.7071
g3532	8	30.5	0.2623
g3533	24	34.52	0.6952
g3534	38	41.12	0.9241
g3535	295	382.25	0.7717
g3536	10	19.21	0.5206
g3537	18	34.97	0.5147
g3538	10	20.88	0.4789
g3539	46	66.91	0.6875
g3540	6	13.84	0.4335
g3541	25	34.37	0.7274
g3542	12	21.47	0.5589
g3543	112	126.98	0.882
g3544	14	20.89	0.6702
g3545	15	23.03	0.6513
g3546	19	21.66	0.8772
g3547	2	10.12	0.1976
g3548	160	175.15	0.9135
g3549	133	143.42	0.9273
g3550	36	36.15	0.9959
g3551	230	242.2	0.9496
g3552	36	51.04	0.7053
g3553	50	45.34	1.1028
g3554	1525	1765.86	0.8636
g3555	125	134.85	0.927
g3556	244	271.91	0.8974
g3557	36	41.12	0.8755
g3558	279	658.64	0.4236
g3559	33	33.04	0.9988
g3560	860	1106.79	0.777
g3561	27	38.8	0.6959
g3562	43	42.99	1.0002
g3563	60	46.92	1.2788
g3564	31	28.58	1.0847
g3565	0	20.46	0.0
g3566	80	198.13	0.4038
g3567	12	28.72	0.4178
g3568	1	13.44	0.0744
g3569	13	64.4	0.2019
g3570	600	787.14	0.7623
g3571	317	335.81	0.944
g3572	187	206.54	0.9054
g3573	29	61.09	0.4747
g3574	57	77.26	0.7378
g3575	421	539.09	0.7809
g3576	134	126.63	1.0582
g3577	325	352.03	0.9232
g3578	116	115.18	1.0071
g3579	61	137.78	0.4427
g3580	30	72.89	0.4116
g3581	110	250.12	0.4398
g3582	57	89.34	0.638
g3583	175	380.59	0.4598
g3584	768	987.74	0.7775
g3585	386	625.74	0.6169
g3586	384	551.66	0.6961
g3587	1005	1257.16	0.7994
g3588	492	618.13	0.7959
g3589	164	264.47	0.6201
g3590	71	80.85	0.8782
g3591	57	59.14	0.9638
g3592	16	22.3	0.7175
g3593	43	59.69	0.7204
g3594	704	784.78	0.8971
g3595	22	30.0	0.7333
g3596	145	355.27	0.4081
g3597	32	66.88	0.4785
g3598	144	303.78	0.474
g3599	13	10.04	1.2948
g3600	159	185.48	0.8572
g3601	106	125.44	0.845
g3602	28	59.05	0.4742
g3603	18	20.57	0.8751
g3604	264	281.49	0.9379
g3605	77	75.02	1.0264
g3606	123	229.85	0.5351
g3607	1143	1171.69	0.9755
g3608	118	216.67	0.5446
g3609	61	111.52	0.547
g3610	320	588.17	0.5441
g3611	38	74.08	0.513
g3612	22	26.47	0.8311
g3613	17	38.28	0.4441
g3614	11	18.34	0.5998
g3615	147	151.69	0.9691
g3616	22	57.23	0.3844
g3617	7	18.14	0.3859
g3618	6	29.63	0.2025
g3619	45	64.49	0.6978
g3620	223	348.01	0.6408
g3621	16	19.74	0.8105
g3622	177	177.75	0.9958
g3623	204	251.64	0.8107
g3624	198	247.82	0.799
g3625	257	299.86	0.8571
g3626	28	39.61	0.7069
g3627	586	711.79	0.8233
g3628	202	271.95	0.7428
g3629	52	63.55	0.8183
g3630	10	15.93	0.6277
g3631	65	79.16	0.8211
g3632	329	356.68	0.9224
g3633	150	227.33	0.6598
g3634	111	169.84	0.6536
g3635	58	94.21	0.6156
g3636	133	128.68	1.0336
g3637	39	109.59	0.3559
g3638	44	119.58	0.368
g3639	12	29.22	0.4107
g3640	19	33.91	0.5603
g3641	254	283.38	0.8963
g3642	158	185.2	0.8531
g3643	104	223.51	0.4653
g3644	40	39.36	1.0163
g3645	487	581.47	0.8375
g3646	81	148.03	0.5472
g3647	20	65.38	0.3059
g3648	40	51.02	0.784
g3649	221	373.95	0.591
g3650	313	315.99	0.9905
g3651	46	49.47	0.9299
g3652	270	309.87	0.8713
g3653	182	232.88	0.7815
g3654	259	295.0	0.878
g3655	9	13.22	0.6808
g3656	212	247.02	0.8582
g3657	191	278.35	0.6862
g3658	288	476.19	0.6048
g3659	396	485.85	0.8151
g3660	303	363.64	0.8332
g3661	316	343.89	0.9189
g3662	71	133.11	0.5334
g3663	74	148.38	0.4987
g3664	60	131.01	0.458
g3665	56	71.09	0.7877
g3666	66	91.38	0.7223
g3667	174	243.96	0.7132
g3668	16	25.35	0.6312
g3669	310	444.34	0.6977
g3670	35	43.36	0.8072
g3671	276	336.49	0.8202
g3672	211	317.46	0.6647
g3673	23	24.0	0.9583
g3674	50	60.81	0.8222
g3675	35	44.81	0.7811
g3676	223	240.36	0.9278
g3677	24	33.88	0.7084
g3678	26	49.03	0.5303
g3679	15	50.72	0.2957
g3680	51	51.43	0.9916
g3681	183	396.05	0.4621
tRNA-Cys81_gene	3	5.75	0.5217
g3682	138	313.37	0.4404
g3683	565	705.09	0.8013
g3684	176	197.96	0.8891
g3685	173	207.71	0.8329
g3686	90	188.23	0.4781
g3687	288	441.66	0.6521
g3688	229	342.87	0.6679
g3689	102	171.08	0.5962
g3690	51	66.07	0.7719
g3691	23	29.65	0.7757
g3692	217	315.7	0.6874
g3693	146	183.38	0.7962
g3694	27	34.78	0.7763
g3695	27	21.79	1.2391
g3696	24	24.35	0.9856
g3697	81	77.35	1.0472
g3698	6	16.79	0.3574
g3699	74	209.58	0.3531
g3700	122	226.88	0.5377
g3701	140	234.87	0.5961
g3702	431	912.8	0.4722
g3703	20	55.05	0.3633
g3704	85	86.85	0.9787
g3705	31	49.04	0.6321
g3706	12	24.65	0.4868
g3707	9	9.95	0.9045
g3708	39	40.81	0.9556
g3709	21	34.01	0.6175
g3710	43	87.49	0.4915
g3711	17	32.68	0.5202
g3712	40	72.41	0.5524
g3713	143	180.48	0.7923
g3714	132	233.29	0.5658
g3715	10	11.9	0.8403
g3716	139	198.41	0.7006
g3717	7	11.32	0.6184
g3718	683	1066.26	0.6406
g3719	104	112.78	0.9221
g3720	156	155.06	1.0061
g3721	47	56.84	0.8269
g3722	161	394.37	0.4082
g3723	276	465.49	0.5929
g3724	17	42.72	0.3979
g3725	14	28.46	0.4919
g3726	10	23.64	0.423
g3727	67	93.1	0.7197
g3728	21	23.64	0.8883
g3729	106	127.85	0.8291
g3730	21	51.68	0.4063
g3731	289	350.46	0.8246
g3732	199	324.39	0.6135
g3733	126	145.77	0.8644
g3734	244	305.17	0.7996
g3735	327	798.2	0.4097
g3736	9	34.78	0.2588
g3737	18	19.18	0.9385
g3738	53	157.75	0.336
g3739	119	286.74	0.415
g3740	130	239.15	0.5436
g3741	1	10.6	0.0943
g3742	142	125.58	1.1308
g3743	42	54.73	0.7674
g3744	66	124.94	0.5283
g3745	51	88.38	0.5771
g3746	78	174.4	0.4472
g3747	179	170.87	1.0476
g3748	189	198.0	0.9545
g3749	712	726.31	0.9803
g3750	63	74.61	0.8444
g3751	28	35.28	0.7937
g3752	288	360.41	0.7991
g3753	266	321.48	0.8274
g3754	582	676.69	0.8601
g3755	133	158.97	0.8366
g3756	257	597.99	0.4298
g3757	18	21.45	0.8392
g3758	471	512.43	0.9191
g3759	225	240.4	0.9359
g3760	174	158.55	1.0974
g3761	186	192.87	0.9644
g3762	326	442.45	0.7368
g3763	489	694.59	0.704
g3764	38	43.46	0.8744
g3765	571	571.56	0.999
g3766	13	30.02	0.433
g3767	14	37.82	0.3702
g3768	44	50.65	0.8687
g3769	314	620.2	0.5063
g3770	38	42.23	0.8998
g3771	47	61.3	0.7667
g3772	15	15.95	0.9404
g3773	10	18.05	0.554
g3774	580	726.69	0.7981
g3775	46	68.98	0.6669
g3776	94	112.26	0.8373
g3777	65	60.48	1.0747
g3778	32	32.18	0.9944
g3779	81	234.49	0.3454
g3780	479	735.77	0.651
g3781	36	69.41	0.5187
g3782	0	15.36	0.0
g3783	4	23.79	0.1681
g3784	6	13.34	0.4498
g3785	21	53.82	0.3902
g3786	34	49.48	0.6871
g3787	231	348.96	0.662
g3788	421	445.54	0.9449
g3789	55	150.05	0.3665
g3790	15	36.45	0.4115
g3791	30	63.21	0.4746
g3792	97	303.38	0.3197
g3793	383	440.06	0.8703
g3794	98	213.31	0.4594
g3795	85	140.65	0.6043
g3796	88	172.05	0.5115
g3797	136	165.79	0.8203
g3798	179	349.72	0.5118
g3799	29	42.74	0.6785
g3800	35	81.26	0.4307
g3801	16	36.43	0.4392
g3802	103	146.21	0.7045
g3803	12	52.44	0.2288
g3804	7	12.3	0.5691
g3805	54	67.96	0.7946
g3806	105	135.16	0.7769
g3807	158	145.9	1.0829
g3808	646	865.28	0.7466
g3809	99	99.71	0.9929
g3810	21	44.62	0.4706
g3811	238	427.7	0.5565
g3812	344	373.84	0.9202
g3813	287	400.43	0.7167
g3814	116	198.03	0.5858
g3815	38	119.27	0.3186
g3816	107	198.82	0.5382
g3817	780	963.88	0.8092
g3818	504	497.49	1.0131
g3819	83	180.71	0.4593
g3820	44	112.67	0.3905
g3821	43	116.71	0.3684
g3822	179	228.54	0.7832
g3823	25	72.51	0.3448
g3824	837	1029.68	0.8129
g3825	79	71.67	1.1023
g3826	213	262.05	0.8128
g3827	6	12.33	0.4866
g3828	49	72.75	0.6735
g3829	12	13.93	0.8615
g3830	55	53.89	1.0206
g3831	22	31.75	0.6929
g3832	19	36.27	0.5238
g3833	419	407.21	1.029
g3834	27	38.18	0.7072
g3835	3	11.33	0.2648
g3836	39	57.01	0.6841
g3837	42	59.01	0.7117
g3838	30	28.26	1.0616
g3839	36	77.07	0.4671
g3840	57	65.52	0.87
g3841	348	294.49	1.1817
g3842	84	199.23	0.4216
g3843	159	213.57	0.7445
g3844	96	177.5	0.5408
g3845	55	95.56	0.5756
g3846	37	70.86	0.5222
g3847	161	176.12	0.9141
g3848	392	888.47	0.4412
g3849	75	175.64	0.427
g3850	143	192.47	0.743
g3851	314	509.3	0.6165
g3852	1121	1172.55	0.956
g3853	1715	1813.89	0.9455
g3854	857	968.23	0.8851
g3855	39	53.6	0.7276
g3856	28	28.61	0.9787
g3857	128	137.29	0.9323
g3858	73	126.9	0.5753
g3859	126	110.25	1.1429
g3860	136	162.64	0.8362
g3861	24	26.93	0.8912
g3862	47	60.76	0.7735
g3863	337	407.77	0.8264
g3864	104	224.22	0.4638
g3865	299	442.04	0.6764
g3866	109	186.99	0.5829
g3867	28	33.25	0.8421
g3868	416	482.34	0.8625
g3869	185	354.49	0.5219
g3870	554	525.18	1.0549
g3871	243	311.41	0.7803
g3872	84	89.45	0.9391
g3873	81	86.49	0.9365
g3874	214	277.65	0.7708
g3875	46	49.66	0.9263
g3876	51	72.04	0.7079
g3877	43	51.54	0.8343
g3878	36	54.58	0.6596
g3879	83	197.8	0.4196
g3880	80	88.15	0.9075
g3881	90	156.72	0.5743
g3882	510	668.93	0.7624
g3883	42	140.9	0.2981
g3884	24	62.49	0.3841
g3885	116	326.99	0.3548
g3886	103	147.18	0.6998
g3887	112	161.35	0.6941
g3888	370	388.35	0.9527
g3889	101	115.52	0.8743
g3890	185	192.5	0.961
g3891	127	221.16	0.5742
g3892	92	96.12	0.9571
g3893	13	27.39	0.4746
g3894	55	41.48	1.3259
g3895	21	60.72	0.3458
g3896	222	294.28	0.7544
g3897	46	164.66	0.2794
g3898	20	85.22	0.2347
g3899	3	23.1	0.1299
g3900	14	46.64	0.3002
g3901	6	23.62	0.254
g3902	5	39.87	0.1254
g3903	345	372.59	0.926
g3904	377	434.15	0.8684
g3905	191	237.15	0.8054
g3906	97	99.12	0.9786
g3907	99	106.15	0.9326
g3908	101	138.97	0.7268
g3909	32	90.31	0.3543
g3910	31	85.77	0.3614
g3911	123	153.27	0.8025
g3912	174	290.59	0.5988
g3913	130	149.91	0.8672
tRNA-Arg83_gene	5	5.35	0.9346
tRNA-Arg82_gene	5	5.35	0.9346
g3914	26	41.88	0.6208
g3915	346	379.87	0.9108
g3916	11	28.52	0.3857
g3917	18	35.77	0.5032
g3918	4	25.7	0.1556
g3919	376	459.86	0.8176
g3920	223	263.55	0.8461
g3921	74	102.37	0.7229
g3922	35	28.61	1.2233
g3923	15	15.66	0.9579
g3924	10	15.81	0.6325
g3925	23	25.6	0.8984
g3926	34	67.41	0.5044
g3927	825	1045.53	0.7891
g3928	458	459.1	0.9976
g3929	220	249.92	0.8803
g3930	426	418.04	1.019
g3931	324	314.32	1.0308
g3932	68	92.02	0.739
g3933	925	1008.31	0.9174
g3934	94	231.04	0.4069
g3935	18	21.11	0.8527
g3936	125	180.92	0.6909
g3937	28	24.76	1.1309
g3938	28	28.02	0.9993
g3939	19	44.68	0.4252
g3940	10	18.66	0.5359
g3941	18	19.06	0.9444
g3942	45	60.42	0.7448
g3943	56	73.45	0.7624
g3944	14	51.01	0.2745
g3945	322	662.42	0.4861
g3946	21	17.06	1.2309
g3947	326	280.91	1.1605
g3948	46	64.58	0.7123
g3949	97	239.45	0.4051
g3950	224	514.76	0.4352
g3951	105	117.52	0.8935
g3952	23	27.69	0.8306
g3953	25	36.14	0.6918
g3954	33	36.52	0.9036
g3955	166	181.0	0.9171
g3956	35	100.97	0.3466
g3957	27	37.22	0.7254
g3958	28	35.7	0.7843
g3959	12	68.11	0.1762
g3960	269	287.44	0.9358
g3961	49	138.76	0.3531
g3962	177	236.13	0.7496
g3963	754	933.66	0.8076
g3964	79	109.43	0.7219
g3965	713	1015.61	0.702
tRNA-Lys84_gene	6	6.58	0.9119
g3966	45	36.95	1.2179
g3967	28	25.04	1.1182
g3968	144	243.19	0.5921
g3969	402	431.56	0.9315
g3970	619	811.29	0.763
g3971	53	56.91	0.9313
g3972	29	25.27	1.1476
g3973	218	412.36	0.5287
g3974	20	31.04	0.6443
g3975	54	111.02	0.4864
g3976	84	132.41	0.6344
g3977	596	582.03	1.024
g3978	135	336.88	0.4007
g3979	70	93.31	0.7502
g3980	182	230.94	0.7881
g3981	75	160.52	0.4672
g3982	25	33.06	0.7562
g3983	27	30.0	0.9
g3984	14	26.23	0.5337
g3985	9	23.8	0.3782
g3986	58	144.92	0.4002
g3988	15	15.95	0.9404
g3989	30	31.93	0.9396
g3990	151	195.83	0.7711
g3991	183	303.5	0.603
g3992	66	69.48	0.9499
g3993	190	376.8	0.5042
g3994	55	52.5	1.0476
g3995	51	46.26	1.1025
g3996	73	65.68	1.1114
g3997	48	61.93	0.7751
g3998	58	66.71	0.8694
g3999	108	138.34	0.7807
tRNA-Ser85_gene	8	5.79	1.3817
g4000	14	22.31	0.6275
g4001	85	79.36	1.0711
g4002	408	521.16	0.7829
g4003	80	129.33	0.6186
g4004	163	401.43	0.406
g4005	163	318.78	0.5113
g4006	154	260.67	0.5908
g4007	80	111.41	0.7181
g4008	238	263.87	0.902
g4009	283	467.26	0.6057
g4010	131	286.55	0.4572
g4011	87	169.94	0.5119
g4012	26	35.67	0.7289
g4013	6	26.45	0.2268
g4014	303	335.43	0.9033
g4015	16	42.08	0.3802
g4016	342	384.73	0.8889
g4017	251	273.77	0.9168
g4018	20	27.43	0.7291
g4019	56	133.7	0.4188
g4020	10	15.47	0.6464
g4021	145	244.36	0.5934
g4022	414	431.5	0.9594
g4023	160	210.69	0.7594
g4024	264	373.89	0.7061
g4025	149	159.3	0.9353
g4026	96	109.65	0.8755
g4027	68	156.16	0.4355
g4028	528	770.46	0.6853
g4029	323	513.0	0.6296
g4030	118	168.54	0.7001
g4031	33	53.92	0.612
g4032	43	45.68	0.9413
g4033	46	48.08	0.9567
g4034	487	630.49	0.7724
g4035	168	166.34	1.01
g4036	167	299.6	0.5574
g4037	590	640.02	0.9218
g4038	370	509.77	0.7258
g4039	92	266.07	0.3458
g4040	36	108.95	0.3304
g4041	130	306.1	0.4247
g4042	62	94.22	0.658
g4043	17	24.17	0.7034
g4044	463	472.86	0.9791
g4045	92	159.49	0.5768
g4047	152	153.47	0.9904
g4048	4	17.91	0.2233
g4049	2	9.47	0.2112
g4050	367	553.5	0.6631
g4051	298	342.7	0.8696
g4052	143	137.72	1.0383
g4053	101	209.48	0.4821
g4054	80	214.96	0.3722
g4055	72	110.42	0.6521
g4056	31	92.94	0.3335
g4057	137	157.51	0.8698
g4058	94	122.96	0.7645
g4059	117	150.19	0.779
g4060	171	159.01	1.0754
g4061	5	12.8	0.3906
g4062	21	31.17	0.6737
g4063	22	63.19	0.3482
g4064	50	68.1	0.7342
g4065	16	30.2	0.5298
g4066	262	284.37	0.9213
g4067	345	482.21	0.7155
g4068	369	471.62	0.7824
g4069	46	165.19	0.2785
g4070	166	348.12	0.4768
g4071	5	16.8	0.2976
g4072	10	24.72	0.4045
g4073	23	42.41	0.5423
g4074	272	440.62	0.6173
g4075	37	53.91	0.6863
g4076	79	80.74	0.9784
g4077	26	32.06	0.811
g4078	14	16.03	0.8734
g4079	10	15.45	0.6472
g4080	11	12.4	0.8871
g4081	166	275.4	0.6028
g4082	18	17.31	1.0399
g4083	248	277.82	0.8927
g4084	19	36.32	0.5231
g4085	81	143.46	0.5646
g4086	67	72.87	0.9194
g4087	380	560.28	0.6782
g4088	22	31.14	0.7065
g4089	141	235.47	0.5988
g4090	154	355.6	0.4331
g4091	57	170.72	0.3339
g4092	191	275.67	0.6929
g4093	74	82.9	0.8926
g4094	131	317.47	0.4126
g4095	75	129.21	0.5805
g4096	96	220.87	0.4346
g4097	1195	1309.37	0.9127
g4098	34	32.61	1.0426
g4099	288	332.13	0.8671
g4100	10	24.72	0.4045
g4101	5	14.44	0.3463
g4102	2	13.64	0.1466
g4103	0	12.1	0.0
g4104	129	309.01	0.4175
g4105	208	263.42	0.7896
g4106	35	72.67	0.4816
g4107	5	52.64	0.095
g4108	25	67.86	0.3684
g4109	58	119.58	0.485
g4110	96	210.19	0.4567
g4111	22	26.47	0.8311
g4112	201	228.34	0.8803
g4113	198	228.33	0.8672
g4114	562	642.63	0.8745
g4115	140	139.88	1.0009
g4116	243	232.06	1.0471
g4117	205	230.09	0.891
g4118	156	185.89	0.8392
g4119	400	468.65	0.8535
g4120	303	353.49	0.8572
g4121	30	51.5	0.5825
g4122	83	167.77	0.4947
g4123	141	281.18	0.5015
g4124	63	80.16	0.7859
g4125	614	764.55	0.8031
g4126	219	237.46	0.9223
g4127	314	398.26	0.7884
g4128	49	70.65	0.6936
g4129	342	442.38	0.7731
g4130	45	48.75	0.9231
g4131	69	69.49	0.9929
g4132	24	67.83	0.3538
g4133	19	18.8	1.0106
g4134	57	63.16	0.9025
g4135	1	13.7	0.073
g4136	36	47.6	0.7563
g4137	78	126.27	0.6177
g4138	89	117.05	0.7604
g4139	129	178.49	0.7227
g4140	155	215.7	0.7186
g4141	236	373.14	0.6325
g4142	5	24.97	0.2002
g4143	71	209.8	0.3384
g4144	263	452.26	0.5815
g4145	189	190.0	0.9947
g4146	1201	1005.33	1.1946
g4147	336	305.66	1.0993
g4148	831	794.18	1.0464
g4149	337	280.11	1.2031
g4150	1626	1523.64	1.0672
g4151	98	144.0	0.6806
g4152	40	53.1	0.7533
g4153	11	21.85	0.5034
g4154	9	24.99	0.3601
g4155	16	22.08	0.7246
g4156	8	31.66	0.2527
g4157	7	25.42	0.2754
g4158	116	262.67	0.4416
g4159	403	624.04	0.6458
g4160	135	127.1	1.0622
g4161	468	477.27	0.9806
g4162	30	31.69	0.9467
g4163	80	68.24	1.1723
g4164	141	140.07	1.0066
g4165	32	29.42	1.0877
g4166	56	90.44	0.6192
g4167	31	51.83	0.5981
g4168	53	52.16	1.0161
g4169	120	245.99	0.4878
g4170	233	547.25	0.4258
g4171	134	267.6	0.5007
g4172	47	50.32	0.934
g4173	95	219.85	0.4321
g4174	141	141.26	0.9982
g4175	404	462.98	0.8726
g4176	49	56.62	0.8654
g4177	91	304.68	0.2987
g4178	35	66.92	0.523
g4179	28	80.81	0.3465
g4180	44	90.03	0.4887
g4181	158	179.31	0.8812
g4182	299	298.48	1.0017
g4183	53	64.9	0.8166
g4184	29	97.84	0.2964
tRNA-Val87_gene	8	6.62	1.2085
g4185	81	89.44	0.9056
g4186	36	79.89	0.4506
g4187	16	32.3	0.4954
g4188	64	101.15	0.6327
g4189	48	86.77	0.5532
g4190	20	42.49	0.4707
g4191	44	44.64	0.9857
g4192	3	11.2	0.2679
g4193	102	212.69	0.4796
g4194	96	144.5	0.6644
g4195	79	91.71	0.8614
g4196	101	143.9	0.7019
g4197	256	323.39	0.7916
g4198	51	115.74	0.4406
g4199	16	56.81	0.2816
g4200	371	501.97	0.7391
g4201	57	214.43	0.2658
g4202	38	76.4	0.4974
g4203	122	242.41	0.5033
g4204	183	384.65	0.4758
g4205	58	83.35	0.6959
g4206	55	88.1	0.6243
g4207	257	427.05	0.6018
g4208	64	65.71	0.974
g4209	316	468.57	0.6744
g4210	410	490.75	0.8355
g4211	112	184.93	0.6056
g4212	63	89.41	0.7046
g4213	152	186.15	0.8165
g4214	314	286.25	1.0969
g4215	70	131.46	0.5325
g4216	62	85.29	0.7269
g4217	19	22.0	0.8636
g4218	71	118.34	0.6
g4219	8	23.12	0.346
g4220	12	14.91	0.8048
g4221	51	109.72	0.4648
g4222	114	210.64	0.5412
g4223	226	354.11	0.6382
g4224	26	27.08	0.9601
g4225	462	494.54	0.9342
g4226	273	343.4	0.795
g4227	51	153.54	0.3322
g4228	11	81.83	0.1344
g4229	1491	1962.7	0.7597
tRNA-Met86_gene	8	6.34	1.2618
g4230	95	80.32	1.1828
g4231	165	183.44	0.8995
g4232	106	237.97	0.4454
g4233	25	57.7	0.4333
g4234	202	276.58	0.7303
g4235	365	443.08	0.8238
g4236	322	371.22	0.8674
g4237	52	130.8	0.3976
g4238	12	40.41	0.297
g4239	144	424.67	0.3391
g4240	244	331.3	0.7365
g4241	270	430.91	0.6266
g4242	75	155.05	0.4837
g4243	121	120.27	1.0061
g4244	86	165.41	0.5199
g4245	54	171.99	0.314
g4246	278	618.72	0.4493
g4247	42	38.7	1.0853
g4248	48	47.84	1.0033
g4249	84	105.2	0.7985
g4250	557	568.7	0.9794
g4251	18	18.88	0.9534
g4252	15	39.42	0.3805
g4253	4	22.75	0.1758
g4254	29	59.64	0.4863
g4255	240	287.86	0.8337
g4256	42	48.59	0.8644
g4257	3	13.71	0.2188
g4258	538	619.58	0.8683
g4259	313	338.14	0.9257
g4260	224	264.24	0.8477
g4261	128	226.15	0.566
g4262	87	159.0	0.5472
g4263	248	355.52	0.6976
g4264	40	65.69	0.6089
g4265	55	140.67	0.391
g4266	225	284.92	0.7897
g4267	20	60.77	0.3291
g4268	31	72.58	0.4271
g4269	229	373.2	0.6136
g4270	112	115.76	0.9675
g4271	766	781.25	0.9805
g4272	70	81.55	0.8584
g4273	92	100.64	0.9141
g4274	12	26.72	0.4491
g4275	17	53.73	0.3164
g4276	6	14.23	0.4216
g4277	5	12.12	0.4125
g4278	614	1135.07	0.5409
g4279	236	338.19	0.6978
g4280	127	231.49	0.5486
g4281	114	234.63	0.4859
g4282	167	207.82	0.8036
g4283	112	121.93	0.9186
g4284	41	33.01	1.242
g4285	349	715.61	0.4877
g4286	105	221.19	0.4747
g4287	149	355.32	0.4193
g4288	134	431.59	0.3105
g4289	34	43.26	0.7859
g4290	26	25.96	1.0015
g4291	56	57.55	0.9731
g4292	42	33.63	1.2489
g4293	18	26.59	0.6769
g4294	169	150.44	1.1234
g4295	18	30.66	0.5871
g4296	118	121.54	0.9709
g4297	78	120.57	0.6469
g4298	33	49.86	0.6619
g4299	440	685.77	0.6416
g4300	27	16.36	1.6504
g4301	80	269.37	0.297
g4302	462	561.35	0.823
g4303	172	160.19	1.0737
g4304	509	616.41	0.8257
g4305	991	964.95	1.027
g4306	46	55.05	0.8356
g4307	24	41.36	0.5803
g4308	412	413.81	0.9956
g4309	98	275.3	0.356
g4310	54	80.74	0.6688
g4311	473	717.17	0.6595
g4312	242	443.86	0.5452
g4313	47	81.82	0.5744
g4314	60	111.73	0.537
g4315	46	92.37	0.498
g4316	1117	1221.03	0.9148
g4317	114	171.69	0.664
g4318	71	190.87	0.372
g4319	196	444.16	0.4413
g4320	19	17.34	1.0957
g4321	34	56.7	0.5996
g4322	113	351.05	0.3219
g4323	24	59.01	0.4067
g4324	33	56.94	0.5796
g4325	123	135.89	0.9051
g4326	240	234.41	1.0238
g4327	72	150.79	0.4775
g4328	221	492.92	0.4483
g4329	393	429.97	0.914
g4330	237	247.23	0.9586
g4331	293	348.88	0.8398
g4332	98	118.49	0.8271
g4333	284	425.5	0.6675
g4334	238	341.41	0.6971
g4335	127	144.16	0.881
g4336	51	67.25	0.7584
g4337	98	213.18	0.4597
g4338	204	297.01	0.6868
g4339	115	174.68	0.6583
g4340	132	170.86	0.7726
g4341	33	44.79	0.7368
g4342	13	15.03	0.8649
g4343	43	45.59	0.9432
g4344	71	96.91	0.7326
g4345	41	32.82	1.2492
g4346	273	275.12	0.9923
g4347	38	40.24	0.9443
g4348	97	179.0	0.5419
g4349	174	191.91	0.9067
g4350	613	717.07	0.8549
g4351	20	18.04	1.1086
g4352	3	21.3	0.1408
g4353	11	27.93	0.3938
g4354	9	14.84	0.6065
g4355	28	33.7	0.8309
g4356	32	46.33	0.6907
g4357	38	29.37	1.2938
g4358	30	27.74	1.0815
g4359	91	83.46	1.0903
g4360	163	182.09	0.8952
g4361	466	532.58	0.875
g4362	269	265.58	1.0129
g4363	237	259.41	0.9136
g4364	37	32.95	1.1229
g4365	85	157.7	0.539
g4366	753	776.81	0.9693
g4367	114	111.68	1.0208
g4368	191	392.91	0.4861
g4369	20	36.3	0.551
g4370	30	34.19	0.8774
g4371	171	323.93	0.5279
g4372	309	363.87	0.8492
g4373	212	394.24	0.5377
g4374	147	149.02	0.9864
g4375	173	274.24	0.6308
g4376	334	468.5	0.7129
g4377	578	766.44	0.7541
g4378	441	558.3	0.7899
g4379	23	30.61	0.7514
g4380	263	336.23	0.7822
g4381	324	491.02	0.6599
g4382	22	20.5	1.0732
g4383	38	26.27	1.4465
g4384	18	25.4	0.7087
g4385	176	205.39	0.8569
g4386	200	213.86	0.9352
g4387	245	353.95	0.6922
g4388	13	18.54	0.7012
g4389	28	115.78	0.2418
g4390	47	80.53	0.5836
g4391	118	215.29	0.5481
g4392	499	825.14	0.6047
g4393	287	588.37	0.4878
g4394	77	117.9	0.6531
g4395	212	221.27	0.9581
g4396	19	62.42	0.3044
g4397	114	378.39	0.3013
g4398	168	295.99	0.5676
g4399	48	94.48	0.508
g4400	75	96.26	0.7791
g4401	82	95.72	0.8567
g4402	16	19.59	0.8167
g4403	155	339.99	0.4559
g4404	98	236.8	0.4139
g4405	55	61.55	0.8936
g4406	144	145.04	0.9928
g4407	50	55.77	0.8965
g4408	719	1176.7	0.611
g4409	46	51.19	0.8986
g4410	386	485.1	0.7957
g4411	349	493.94	0.7066
g4412	70	78.5	0.8917
g4413	54	72.05	0.7495
g4414	608	688.0	0.8837
g4415	224	273.51	0.819
g4416	281	311.6	0.9018
g4417	33	41.52	0.7948
g4418	391	571.5	0.6842
g4419	36	50.74	0.7095
g4420	294	318.57	0.9229
